instruction,response,label
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. New study reveals potential health benefits of consuming dark chocolate daily.,positive,fin
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has been receiving rave reviews for its unique menu and excellent service.,positive,fin
What is the sentiment of this headline? Please choose an answer from {negative/neutral/positive}. Tesla's stock price drops after disappointing earnings report,negative,fin
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This phone has amazing camera quality and long battery life.,positive,fin
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest product launch from XYZ Company received mixed reviews from industry experts, with some praising its innovative features while others criticized its high price point.",mixed,fin
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This new smartphone has impressive camera quality and long battery life.,positive,fin
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant offers a wide variety of delicious dishes at affordable prices.,positive,fin
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. SpaceX launches new satellite into orbit, marking their 20th mission of the year.",positive,fin
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Major airlines are experiencing record low passenger numbers amidst the COVID-19 pandemic.,negative,fin
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This smartphone has a sleek design, fast performance, and a long-lasting battery life. However, the camera quality could be improved.",positive,fin
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}.,neutral,fin
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new iPhone model has impressive camera features and a longer battery life, but some users have reported issues with the software update.",neutral,fin
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The new electric vehicle by Tesla promises a range of 500 miles on a single charge, setting a new benchmark for the industry.",moderately positive,fin
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has been receiving rave reviews for its unique menu and exceptional service.,positive,fin
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The latest report on climate change highlights the urgent need for global action to reduce greenhouse gas emissions and mitigate the impacts of a warming planet.,strong negative,fin
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera offers great image quality and a variety of useful features for photography enthusiasts.,positive,fin
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Apple announces record-breaking iPhone sales for Q4 2021.,positive,fin
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. This film had a gripping plot and exceptional acting performances.,positive,fin
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 features a stunning display and improved camera capabilities.,positive,fin
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp decline today due to concerns over rising inflation and interest rates. Investors are closely watching for further developments.,negative,fin
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The plot twists kept me on the edge of my seat throughout the entire film.,positive,fin
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has delicious food but the service was quite slow.,mixed,fin
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This blender is amazing - it's powerful and makes smoothies in seconds!,positive,fin
What is the sentiment of this review? Please choose an answer from {positive/neutral/negative}. The new restaurant in town has a cozy atmosphere and serves delicious food at reasonable prices.,positive,fin
"What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. The new iPhone model will be released next month, featuring upgraded camera capabilities and enhanced battery life. #Apple #iPhone",positive,fin
