instruction,response,label,__index_level_0__
"What is the main idea of this article? Please summarize it in one sentence. Japan's economy grows at faster pace than expected, driven by strong exports and domestic demand.","Japan's economy grows at a faster pace than expected, driven by strong exports and domestic demand.",fin,70.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The new study published in a prestigious journal suggests that regular exercise can improve cognitive function and memory in older adults.,mildly positive,fin,71.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film received critical acclaim for its compelling storyline and brilliant performances.,positive,fin,72.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The XYZ vacuum cleaner is lightweight and easy to maneuver, but it lacks strong suction power.",neutral,fin,73.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has amazing food and excellent service.,positive,fin,74.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new iPhone has a sleek design and powerful features, making it a top choice for tech enthusiasts.",positive,fin,75.0
"What is the sentiment of this news article? Please choose an answer from {negative/neutral/positive}. The company announced a major breakthrough in their research and development department, leading to a surge in stock prices.",positive,fin,76.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has a sleek design and performs well for everyday tasks, but the battery life is disappointing.",neutral,fin,77.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new iPhone model has impressive camera features and a sleek design.,positive,fin,78.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model boasts a sleek design and improved camera features, but some users have reported issues with battery life.",neutral,fin,79.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Apple Inc. Announces Launch of New iPhone Model,positive,fin,80.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The unemployment rate in the US has decreased to its lowest level in five years, with job creation exceeding expectations. Economists are optimistic about the continued recovery of the labor market.",positive,fin,81.0
Identify the main topic of this article. Please provide your answer.,"This instruction requires the identification of the main topic of the article, not sentiment analysis. Please provide a relevant answer related to the main topic of the article.",fin,82.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone model features a longer battery life and improved camera quality.,positive,fin,83.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The stock market experienced a significant drop today as investors reacted to the latest economic data and geopolitical tensions.,moderately negative,fin,84.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest quarterly earnings report for Tesla showed a significant increase in revenue and profits, surpassing analyst expectations.",positive,fin,85.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest quarterly earnings report shows a significant increase in revenue despite a slight decrease in profit margins.,positive,fin,86.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film received mixed reviews from critics, with some praising the acting but criticizing the pacing.",neutral,fin,87.0
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Apple Inc. announced a new partnership with a leading electric vehicle company to supply cutting-edge batteries for their upcoming models.,mildly positive,fin,88.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest smartphone model from XYZ company has received rave reviews for its innovative features and sleek design.,positive,fin,89.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple announces new product lineup including iPhone 13 and Apple Watch Series 7.,positive,fin,90.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This product has exceeded my expectations with its durability and performance.,positive,fin,91.0
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company's revenue growth exceeded market expectations, driven by strong performance in its core business segments.",positive,fin,92.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This smartphone has excellent camera quality and long battery life.,positive,fin,93.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The plot was engaging and the acting was superb, but the pacing felt slow at times.",positive,fin,94.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera capabilities, but some users have reported issues with battery life.",neutral,fin,95.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a unique menu with delicious dishes and excellent service.,positive,fin,96.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The Top 10 Healthy Recipes to Try This Summer,positive,fin,97.0
